Datafile FullScanSumBP FullScanMaxBP ZoomScanSumBP ZoomScanMaxBP SumTIC MaxTIC
040.2688.2688.3.dta 4639513 4639513 0 0 2361761 2361761
040.2690.2690.1.dta 7196930 7196930 0 0 17846058 17846058
040.2691.2691.2.dta 6604412 6604412 0 0 1645140 1645140
040.2691.2691.3.dta 6604412 6604412 0 0 1645140 1645140
040.2692.2692.1.dta 6086798 6086798 0 0 7144508 7144508
040.2694.2694.1.dta 8789414 8789414 0 0 904647 904647
040.2695.2695.2.dta 8659492 8659492 0 0 2372133 2372133
040.2695.2695.3.dta 8659492 8659492 0 0 2372133 2372133
040.2696.2696.2.dta 8191423 8191423 0 0 905104 905104
040.2696.2696.3.dta 8191423 8191423 0 0 905104 905104
040.2698.2698.2.dta 8960580 8960580 0 0 2074415 2074415
040.2698.2698.3.dta 8960580 8960580 0 0 2074415 2074415
040.2699.2699.2.dta 7952721 7952721 0 0 803304 803304
040.2699.2699.3.dta 7952721 7952721 0 0 803304 803304
040.2700.2700.2.dta 7803532 7803532 0 0 1933006 1933006
040.2700.2700.3.dta 7803532 7803532 0 0 1933006 1933006
040.2702.2702.2.dta 11195256 11195256 0 0 2132410 2132410
040.2702.2702.3.dta 11195256 11195256 0 0 2132410 2132410
040.2703.2703.2.dta 8601956 8601956 0 0 992301 992301
040.2703.2703.3.dta 8601956 8601956 0 0 992301 992301
040.2704.2704.1.dta 7846706 7846706 0 0 10875331 10875331
040.2706.2706.2.dta 18527632 18527632 0 0 1952457 1952457
040.2706.2706.3.dta 18527632 18527632 0 0 1952457 1952457
040.2707.2707.1.dta 8821560 8821560 0 0 4546294 4546294
040.2708.2708.1.dta 8251007 8251007 0 0 9409254 9409254
040.2710.2710.1.dta 14210268 14210268 0 0 2592596 2592596
040.2711.2711.1.dta 12087248 12087248 0 0 36866284 36866284
040.2712.2712.1.dta 10515368 10515368 0 0 17242440 17242440
040.2714.2714.1.dta 16343668 16343668 0 0 51809780 51809780
040.2715.2715.1.dta 15047464 15047464 0 0 59277276 59277276
040.2716.2716.1.dta 10312822 10312822 0 0 6479037 6479037
040.2718.2718.1.dta 13554974 13554974 0 0 22664204 22664204
040.2719.2719.1.dta 12167600 12167600 0 0 31400100 31400100
040.2720.2720.1.dta 11952696 11952696 0 0 12871332 12871332
040.2722.2722.1.dta 17614512 17614512 0 0 45493940 45493940
040.2723.2723.1.dta 16052496 16052496 0 0 21487124 21487124
040.2724.2724.1.dta 12508682 12508682 0 0 1032241 1032241
040.2726.2726.1.dta 15245674 15245674 0 0 25390248 25390248
040.2727.2727.1.dta 12886034 12886034 0 0 29727764 29727764
040.2728.2728.1.dta 12226620 12226620 0 0 7559421 7559421
040.2730.2730.1.dta 11058552 11058552 0 0 23469048 23469048
040.2731.2731.1.dta 10338052 10338052 0 0 2616014 2616014
040.2732.2732.1.dta 9620760 9620760 0 0 15661379 15661379
040.2734.2734.1.dta 13731204 13731204 0 0 18103488 18103488
040.2735.2735.1.dta 11369474 11369474 0 0 5998959 5998959
040.2736.2736.1.dta 10600760 10600760 0 0 9866358 9866358
040.2738.2738.2.dta 15736712 15736712 0 0 10749919 10749919
040.2738.2738.3.dta 15736712 15736712 0 0 10749919 10749919
040.2739.2739.2.dta 13548638 13548638 0 0 15205504 15205504
040.2739.2739.3.dta 13548638 13548638 0 0 15205504 15205504
040.2740.2740.1.dta 13389976 13389976 0 0 12566101 12566101
040.2742.2742.1.dta 14571512 14571512 0 0 2697317 2697317
040.2743.2743.1.dta 12215414 12215414 0 0 19908750 19908750
040.2744.2744.1.dta 11624508 11624508 0 0 9968087 9968087
040.2746.2746.1.dta 24064672 24064672 0 0 67566656 67566656
040.2747.2747.1.dta 14894638 14894638 0 0 25256722 25256722
040.2748.2748.1.dta 13304692 13304692 0 0 9862762 9862762
040.2750.2750.1.dta 56594552 56594552 0 0 166833456 166833456
040.2751.2751.1.dta 11022974 11022974 0 0 12286548 12286548
040.2752.2752.1.dta 10567436 10567436 0 0 22085982 22085982
040.2754.2754.1.dta 21400424 21400424 0 0 497205792 497205792
040.2755.2755.2.dta 15081618 15081618 0 0 2610948 2610948
040.2755.2755.3.dta 15081618 15081618 0 0 2610948 2610948
040.2756.2756.1.dta 14749646 14749646 0 0 3038558 3038558
040.2758.2758.1.dta 26171376 26171376 0 0 85859040 85859040
040.2759.2759.1.dta 25943816 25943816 0 0 418946560 418946560
040.2760.2760.1.dta 18499864 18499864 0 0 15006705 15006705
040.2762.2762.1.dta 25819576 25819576 0 0 10861073 10861073
040.2763.2763.1.dta 23914640 23914640 0 0 7807718 7807718
040.2764.2764.1.dta 23343800 23343800 0 0 51363592 51363592
040.2766.2766.1.dta 13733018 13733018 0 0 28885308 28885308
040.2767.2767.1.dta 11479476 11479476 0 0 6560367 6560367
040.2768.2768.1.dta 11004428 11004428 0 0 3989842 3989842
040.2770.2770.1.dta 19091296 19091296 0 0 17184990 17184990
040.2771.2771.1.dta 18560928 18560928 0 0 3621499 3621499
040.2772.2772.1.dta 17918672 17918672 0 0 25186740 25186740
040.2774.2774.1.dta 14894846 14894846 0 0 9715191 9715191
040.2775.2775.1.dta 13559640 13559640 0 0 14657137 14657137
040.2776.2776.1.dta 11609652 11609652 0 0 4040631 4040631
040.2778.2778.1.dta 13436712 13436712 0 0 7410842 7410842
040.2779.2779.1.dta 13309848 13309848 0 0 4280298 4280298
040.2780.2780.1.dta 12259856 12259856 0 0 11869728 11869728
040.2782.2782.1.dta 9217516 9217516 0 0 9681597 9681597
040.2783.2783.1.dta 9121252 9121252 0 0 4745417 4745417
040.2784.2786.1.dta 25766302 17040080 0 0 29969944 17618006
040.2787.2787.1.dta 13691316 13691316 0 0 10433533 10433533
040.2788.2790.1.dta 26622454 15336064 0 0 35872008 20598744
040.2791.2791.1.dta 15058184 15058184 0 0 4439760 4439760
040.2792.2792.1.dta 9583056 9583056 0 0 4467613 4467613
040.2794.2794.2.dta 30370848 30370848 0 0 685029 685029
040.2794.2794.3.dta 30370848 30370848 0 0 685029 685029
040.2795.2795.1.dta 11443040 11443040 0 0 1501811 1501811
040.2796.2796.1.dta 10214086 10214086 0 0 10558170 10558170
040.2798.2798.1.dta 82688096 82688096 0 0 89962000 89962000
040.2799.2799.1.dta 9475034 9475034 0 0 2395606 2395606
040.2800.2800.1.dta 9391848 9391848 0 0 4643374 4643374
040.2802.2802.1.dta 70240448 70240448 0 0 86278688 86278688
040.2803.2803.1.dta 10365396 10365396 0 0 5465167 5465167
040.2804.2806.1.dta 23191720 13147156 0 0 6901172 3712577
040.2807.2807.1.dta 11764108 11764108 0 0 4093757 4093757
040.2808.2808.1.dta 10128696 10128696 0 0 2858499 2858499
040.2810.2810.1.dta 9744396 9744396 0 0 2995432 2995432
040.2811.2811.1.dta 8974200 8974200 0 0 4948574 4948574
040.2812.2812.2.dta 8610452 8610452 0 0 1922929 1922929
040.2812.2812.3.dta 8610452 8610452 0 0 1922929 1922929
040.2814.2814.1.dta 12739260 12739260 0 0 4160020 4160020
040.2815.2815.1.dta 11183544 11183544 0 0 2809917 2809917
040.2816.2816.1.dta 10009312 10009312 0 0 4889383 4889383
040.2818.2818.1.dta 9845508 9845508 0 0 563169 563169
040.2819.2819.1.dta 9774692 9774692 0 0 21897424 21897424
040.2820.2820.1.dta 8298311 8298311 0 0 8445092 8445092
040.2822.2822.2.dta 9521992 9521992 0 0 6758306 6758306
040.2822.2822.3.dta 9521992 9521992 0 0 6758306 6758306
040.2823.2823.1.dta 9356096 9356096 0 0 5854836 5854836
040.2824.2824.1.dta 8901476 8901476 0 0 6008115 6008115
040.2826.2826.1.dta 11462268 11462268 0 0 652776 652776
040.2827.2827.1.dta 11088580 11088580 0 0 5157368 5157368
040.2828.2828.1.dta 10240480 10240480 0 0 3742888 3742888
040.2830.2830.1.dta 11206948 11206948 0 0 2666471 2666471
040.2831.2831.1.dta 10765392 10765392 0 0 5710386 5710386
040.2832.2832.1.dta 10567878 10567878 0 0 5760220 5760220
040.2834.2834.1.dta 14424520 14424520 0 0 3283798 3283798
040.2835.2835.1.dta 13981544 13981544 0 0 784380 784380
040.2836.2836.1.dta 12145208 12145208 0 0 7972842 7972842
040.2838.2838.1.dta 12416080 12416080 0 0 21194356 21194356
040.2839.2839.1.dta 11237492 11237492 0 0 8752477 8752477
040.2840.2840.1.dta 8958860 8958860 0 0 9369548 9369548
040.2842.2842.1.dta 14015404 14015404 0 0 11289709 11289709
040.2843.2843.1.dta 13166528 13166528 0 0 7720779 7720779
040.2844.2844.1.dta 12298220 12298220 0 0 714372 714372
040.2846.2846.1.dta 11599124 11599124 0 0 4075011 4075011
040.2847.2847.1.dta 10586200 10586200 0 0 8244526 8244526
040.2848.2848.1.dta 10532484 10532484 0 0 22814884 22814884
040.2850.2850.1.dta 16115000 16115000 0 0 15092088 15092088
040.2851.2851.2.dta 15765330 15765330 0 0 2124811 2124811
040.2851.2851.3.dta 15765330 15765330 0 0 2124811 2124811
040.2852.2852.1.dta 15053780 15053780 0 0 8008817 8008817
040.2854.2854.1.dta 13220720 13220720 0 0 7127982 7127982
040.2855.2855.1.dta 12484728 12484728 0 0 9426206 9426206
040.2856.2856.1.dta 12369014 12369014 0 0 4435197 4435197
040.2858.2858.1.dta 14282648 14282648 0 0 7624478 7624478
040.2859.2859.2.dta 13292046 13292046 0 0 1683493 1683493
040.2859.2859.3.dta 13292046 13292046 0 0 1683493 1683493
040.2860.2860.1.dta 12263012 12263012 0 0 22051090 22051090
040.2862.2862.1.dta 12525052 12525052 0 0 3463233 3463233
040.2863.2863.1.dta 11912112 11912112 0 0 11093715 11093715
040.2864.2864.1.dta 11520536 11520536 0 0 6272125 6272125
040.2866.2866.1.dta 12778968 12778968 0 0 456588 456588
040.2867.2867.1.dta 10982998 10982998 0 0 7862654 7862654
040.2868.2868.1.dta 9816772 9816772 0 0 5967267 5967267
040.2870.2870.1.dta 15208578 15208578 0 0 4662762 4662762
040.2871.2871.1.dta 11495580 11495580 0 0 2408242 2408242
040.2872.2872.1.dta 11457074 11457074 0 0 2903606 2903606
040.2874.2874.1.dta 13449706 13449706 0 0 2658678 2658678
040.2875.2875.1.dta 11813358 11813358 0 0 37450080 37450080
040.2876.2876.1.dta 11023972 11023972 0 0 1926365 1926365
040.2878.2878.1.dta 11120268 11120268 0 0 3219788 3219788
040.2879.2879.1.dta 10211064 10211064 0 0 1720850 1720850
040.2880.2880.1.dta 9526080 9526080 0 0 4159842 4159842
040.2882.2882.1.dta 13899498 13899498 0 0 11550097 11550097
040.2883.2883.1.dta 11720504 11720504 0 0 25297212 25297212
040.2884.2884.1.dta 11485892 11485892 0 0 4799374 4799374
040.2886.2886.1.dta 10615128 10615128 0 0 11796323 11796323
040.2887.2887.1.dta 9657384 9657384 0 0 5565067 5565067
040.2888.2888.1.dta 8968774 8968774 0 0 3259241 3259241
040.2890.2890.2.dta 16211688 16211688 0 0 566137 566137
040.2890.2890.3.dta 16211688 16211688 0 0 566137 566137
040.2891.2891.1.dta 11319328 11319328 0 0 12758466 12758466
040.2892.2892.1.dta 9697804 9697804 0 0 3523486 3523486
040.2894.2894.1.dta 13459752 13459752 0 0 11314782 11314782
040.2895.2895.1.dta 10385258 10385258 0 0 5580848 5580848
040.2896.2896.2.dta 10203568 10203568 0 0 3282453 3282453
040.2896.2896.3.dta 10203568 10203568 0 0 3282453 3282453
040.2898.2898.1.dta 14192536 14192536 0 0 21528450 21528450
040.2899.2899.2.dta 9471866 9471866 0 0 1012757 1012757
040.2899.2899.3.dta 9471866 9471866 0 0 1012757 1012757
040.2900.2900.2.dta 8779750 8779750 0 0 5879368 5879368
040.2900.2900.3.dta 8779750 8779750 0 0 5879368 5879368
040.2902.2902.2.dta 18450776 18450776 0 0 4055035 4055035
040.2902.2902.3.dta 18450776 18450776 0 0 4055035 4055035
040.2903.2903.2.dta 14505016 14505016 0 0 3058137 3058137
040.2903.2903.3.dta 14505016 14505016 0 0 3058137 3058137
040.2904.2904.1.dta 12930064 12930064 0 0 24678676 24678676
040.2906.2906.2.dta 20952120 20952120 0 0 1980505 1980505
040.2906.2906.3.dta 20952120 20952120 0 0 1980505 1980505
040.2907.2907.1.dta 14994684 14994684 0 0 773474 773474
040.2908.2908.2.dta 10423716 10423716 0 0 3624262 3624262
040.2908.2908.3.dta 10423716 10423716 0 0 3624262 3624262
040.2910.2910.2.dta 18864296 18864296 0 0 4032520 4032520
040.2910.2910.3.dta 18864296 18864296 0 0 4032520 4032520
040.2911.2911.2.dta 12519112 12519112 0 0 5150399 5150399
040.2911.2911.3.dta 12519112 12519112 0 0 5150399 5150399
040.2912.2912.1.dta 11968468 11968468 0 0 1191900 1191900
040.2914.2914.2.dta 15491022 15491022 0 0 3172677 3172677
040.2914.2914.3.dta 15491022 15491022 0 0 3172677 3172677
040.2915.2915.2.dta 12089008 12089008 0 0 10380478 10380478
040.2915.2915.3.dta 12089008 12089008 0 0 10380478 10380478
040.2916.2916.2.dta 11411728 11411728 0 0 6093043 6093043
040.2916.2916.3.dta 11411728 11411728 0 0 6093043 6093043
040.2918.2918.2.dta 11704304 11704304 0 0 10133124 10133124
040.2918.2918.3.dta 11704304 11704304 0 0 10133124 10133124
040.2919.2919.2.dta 10654684 10654684 0 0 4349181 4349181
040.2919.2919.3.dta 10654684 10654684 0 0 4349181 4349181
040.2920.2920.2.dta 10286664 10286664 0 0 2715333 2715333
040.2920.2920.3.dta 10286664 10286664 0 0 2715333 2715333
040.2922.2922.2.dta 7873085 7873085 0 0 3841737 3841737
040.2922.2922.3.dta 7873085 7873085 0 0 3841737 3841737
040.2923.2923.2.dta 6948793 6948793 0 0 916072 916072
040.2923.2923.3.dta 6948793 6948793 0 0 916072 916072
040.2924.2924.2.dta 6607992 6607992 0 0 1840755 1840755
040.2924.2924.3.dta 6607992 6607992 0 0 1840755 1840755
040.2926.2926.2.dta 9174156 9174156 0 0 1642795 1642795
040.2926.2926.3.dta 9174156 9174156 0 0 1642795 1642795
040.2927.2927.2.dta 8688708 8688708 0 0 1581956 1581956
040.2927.2927.3.dta 8688708 8688708 0 0 1581956 1581956
040.2928.2928.2.dta 8226118 8226118 0 0 1740594 1740594
040.2928.2928.3.dta 8226118 8226118 0 0 1740594 1740594
040.2930.2930.2.dta 10610100 10610100 0 0 2894281 2894281
040.2930.2930.3.dta 10610100 10610100 0 0 2894281 2894281
040.2931.2931.1.dta 6007772 6007772 0 0 2871882 2871882
040.2932.2932.2.dta 5396115 5396115 0 0 1011113 1011113
040.2932.2932.3.dta 5396115 5396115 0 0 1011113 1011113
040.2934.2934.2.dta 4968961 4968961 0 0 1559835 1559835
040.2934.2934.3.dta 4968961 4968961 0 0 1559835 1559835
040.2935.2935.2.dta 4731270 4731270 0 0 1421204 1421204
040.2935.2935.3.dta 4731270 4731270 0 0 1421204 1421204
040.2936.2936.2.dta 4091584 4091584 0 0 3107518 3107518
040.2936.2936.3.dta 4091584 4091584 0 0 3107518 3107518
040.2938.2938.1.dta 4540059 4540059 0 0 6890487 6890487
040.2939.2939.1.dta 4080422 4080422 0 0 6016468 6016468
040.2940.2940.2.dta 3502321 3502321 0 0 1036438 1036438
040.2940.2940.3.dta 3502321 3502321 0 0 1036438 1036438
040.2942.2942.1.dta 6017634 6017634 0 0 7190971 7190971
040.2943.2943.1.dta 4760352 4760352 0 0 5475294 5475294
040.2944.2944.2.dta 3946922 3946922 0 0 902520 902520
040.2944.2944.3.dta 3946922 3946922 0 0 902520 902520
040.2946.2946.2.dta 3444246 3444246 0 0 1625801 1625801
040.2946.2946.3.dta 3444246 3444246 0 0 1625801 1625801
040.2947.2947.1.dta 3193697 3193697 0 0 27992560 27992560
040.2948.2948.1.dta 3172143 3172143 0 0 5613657 5613657
040.2950.2950.1.dta 9637388 9637388 0 0 12796832 12796832
040.2951.2951.2.dta 8714248 8714248 0 0 373717 373717
040.2951.2951.3.dta 8714248 8714248 0 0 373717 373717
040.2952.2952.2.dta 6250286 6250286 0 0 205695 205695
040.2952.2952.3.dta 6250286 6250286 0 0 205695 205695
040.2954.2954.1.dta 8865904 8865904 0 0 11684314 11684314
040.2955.2955.1.dta 6362269 6362269 0 0 760140 760140
040.2956.2956.2.dta 3559199 3559199 0 0 769769 769769
040.2956.2956.3.dta 3559199 3559199 0 0 769769 769769
040.2958.2958.1.dta 2245495 2245495 0 0 2901066 2901066
040.2959.2959.2.dta 2223967 2223967 0 0 2107855 2107855
040.2959.2959.3.dta 2223967 2223967 0 0 2107855 2107855
040.2960.2960.1.dta 2202657 2202657 0 0 2042063 2042063
040.2962.2962.2.dta 2930012 2930012 0 0 837317 837317
040.2962.2962.3.dta 2930012 2930012 0 0 837317 837317
040.2963.2963.2.dta 2735886 2735886 0 0 1149203 1149203
040.2963.2963.3.dta 2735886 2735886 0 0 1149203 1149203
040.2964.2964.2.dta 2624364 2624364 0 0 2960515 2960515
040.2964.2964.3.dta 2624364 2624364 0 0 2960515 2960515
040.2966.2966.2.dta 3193368 3193368 0 0 2558866 2558866
040.2966.2966.3.dta 3193368 3193368 0 0 2558866 2558866
040.2967.2967.2.dta 2250904 2250904 0 0 1082149 1082149
040.2967.2967.3.dta 2250904 2250904 0 0 1082149 1082149
040.2968.2968.1.dta 2139889 2139889 0 0 88488 88488
040.2970.2970.2.dta 2549534 2549534 0 0 427391 427391
040.2970.2970.3.dta 2549534 2549534 0 0 427391 427391
040.2971.2971.1.dta 2289227 2289227 0 0 5719292 5719292
040.2972.2974.1.dta 5085201 2806489 0 0 6959845 3584569
040.2975.2975.1.dta 2314064 2314064 0 0 1687526 1687526
040.2976.2976.2.dta 2064545 2064545 0 0 2134601 2134601
040.2976.2976.3.dta 2064545 2064545 0 0 2134601 2134601
040.2978.2978.1.dta 1973864 1973864 0 0 4529887 4529887
040.2979.2979.2.dta 1599417 1599417 0 0 2058674 2058674
040.2979.2979.3.dta 1599417 1599417 0 0 2058674 2058674
040.2980.2980.2.dta 1567596 1567596 0 0 3304499 3304499
040.2980.2980.3.dta 1567596 1567596 0 0 3304499 3304499
040.2982.2982.2.dta 1814725 1814725 0 0 1047700 1047700
040.2982.2982.3.dta 1814725 1814725 0 0 1047700 1047700
040.2983.2983.2.dta 1730923 1730923 0 0 2050966 2050966
040.2983.2983.3.dta 1730923 1730923 0 0 2050966 2050966
040.2984.2984.1.dta 1604281 1604281 0 0 178089 178089
040.2986.2986.2.dta 1997462 1997462 0 0 1413706 1413706
040.2986.2986.3.dta 1997462 1997462 0 0 1413706 1413706
040.2987.2987.2.dta 1912322 1912322 0 0 1531417 1531417
040.2987.2987.3.dta 1912322 1912322 0 0 1531417 1531417
040.2988.2988.1.dta 1509605 1509605 0 0 2928259 2928259
040.2990.2990.1.dta 1908860 1908860 0 0 1682009 1682009
040.2991.2991.2.dta 1462076 1462076 0 0 1138163 1138163
040.2991.2991.3.dta 1462076 1462076 0 0 1138163 1138163
040.2992.2992.2.dta 1434800 1434800 0 0 290774 290774
040.2992.2992.3.dta 1434800 1434800 0 0 290774 290774
040.2994.2994.1.dta 1137898 1137898 0 0 1892105 1892105
040.2995.2995.1.dta 1092219 1092219 0 0 2562453 2562453
040.2996.2996.2.dta 1076040 1076040 0 0 1663292 1663292
040.2996.2996.3.dta 1076040 1076040 0 0 1663292 1663292
040.2998.2998.2.dta 1240078 1240078 0 0 1092656 1092656
040.2998.2998.3.dta 1240078 1240078 0 0 1092656 1092656
040.2999.2999.2.dta 1225273 1225273 0 0 683377 683377
040.2999.2999.3.dta 1225273 1225273 0 0 683377 683377
040.3000.3000.2.dta 1211883 1211883 0 0 799826 799826
040.3000.3000.3.dta 1211883 1211883 0 0 799826 799826
040.3002.3002.2.dta 976946 976946 0 0 1334964 1334964
040.3002.3002.3.dta 976946 976946 0 0 1334964 1334964
040.3003.3003.2.dta 946715 946715 0 0 1717968 1717968
040.3003.3003.3.dta 946715 946715 0 0 1717968 1717968
040.3004.3004.2.dta 925651 925651 0 0 805621 805621
040.3004.3004.3.dta 925651 925651 0 0 805621 805621
040.3006.3006.1.dta 1305100 1305100 0 0 1298874 1298874
040.3007.3007.1.dta 855705 855705 0 0 469182 469182
040.3008.3008.2.dta 838649 838649 0 0 1104811 1104811
040.3008.3008.3.dta 838649 838649 0 0 1104811 1104811
040.3010.3010.2.dta 1290555 1290555 0 0 1547748 1547748
040.3010.3010.3.dta 1290555 1290555 0 0 1547748 1547748
040.3011.3011.2.dta 1111779 1111779 0 0 1248412 1248412
040.3011.3011.3.dta 1111779 1111779 0 0 1248412 1248412
040.3012.3012.2.dta 1064242 1064242 0 0 1121676 1121676
040.3012.3012.3.dta 1064242 1064242 0 0 1121676 1121676
040.3014.3014.1.dta 1240809 1240809 0 0 1531981 1531981
040.3015.3015.2.dta 1157431 1157431 0 0 1862062 1862062
040.3015.3015.3.dta 1157431 1157431 0 0 1862062 1862062
040.3016.3016.2.dta 941873 941873 0 0 1337667 1337667
040.3016.3016.3.dta 941873 941873 0 0 1337667 1337667
040.3018.3018.1.dta 1371594 1371594 0 0 172154 172154
040.3019.3019.2.dta 1370389 1370389 0 0 1729271 1729271
040.3019.3019.3.dta 1370389 1370389 0 0 1729271 1729271
040.3020.3020.2.dta 1197875 1197875 0 0 607132 607132
040.3020.3020.3.dta 1197875 1197875 0 0 607132 607132
040.3022.3022.1.dta 947307 947307 0 0 155260 155260
040.3023.3023.2.dta 868688 868688 0 0 1250182 1250182
040.3023.3023.3.dta 868688 868688 0 0 1250182 1250182
040.3024.3024.2.dta 819869 819869 0 0 1502284 1502284
040.3024.3024.3.dta 819869 819869 0 0 1502284 1502284
040.3026.3026.1.dta 909119 909119 0 0 1931461 1931461
040.3027.3027.2.dta 851871 851871 0 0 112836 112836
040.3027.3027.3.dta 851871 851871 0 0 112836 112836
040.3028.3028.1.dta 789013 789013 0 0 311125 311125
040.3030.3030.1.dta 7892380 7892380 0 0 11537734 11537734
040.3031.3031.2.dta 1145928 1145928 0 0 1216423 1216423
040.3031.3031.3.dta 1145928 1145928 0 0 1216423 1216423
040.3032.3032.2.dta 950510 950510 0 0 1428645 1428645
040.3032.3032.3.dta 950510 950510 0 0 1428645 1428645
040.3034.3034.1.dta 9897016 9897016 0 0 13265799 13265799
040.3035.3035.2.dta 1712584 1712584 0 0 1157091 1157091
040.3035.3035.3.dta 1712584 1712584 0 0 1157091 1157091
040.3036.3036.2.dta 1391603 1391603 0 0 1914921 1914921
040.3036.3036.3.dta 1391603 1391603 0 0 1914921 1914921
040.3038.3038.2.dta 806271 806271 0 0 872111 872111
040.3038.3038.3.dta 806271 806271 0 0 872111 872111
040.3039.3039.2.dta 729045 729045 0 0 1150852 1150852
040.3039.3039.3.dta 729045 729045 0 0 1150852 1150852
040.3040.3040.2.dta 710834 710834 0 0 764498 764498
040.3040.3040.3.dta 710834 710834 0 0 764498 764498
040.3042.3042.2.dta 793825 793825 0 0 861958 861958
040.3042.3042.3.dta 793825 793825 0 0 861958 861958
040.3043.3043.1.dta 706081 706081 0 0 611189 611189
040.3044.3044.1.dta 704021 704021 0 0 12734508 12734508
040.3046.3046.1.dta 800684 800684 0 0 1628497 1628497
040.3047.3047.1.dta 793205 793205 0 0 141074 141074
040.3048.3050.2.dta 1491860 763707 0 0 3350618 1724721
040.3048.3050.3.dta 1491860 763707 0 0 3350618 1724721
040.3051.3051.1.dta 719586 719586 0 0 9878582 9878582
040.3052.3052.2.dta 645855 645855 0 0 1406248 1406248
040.3052.3052.3.dta 645855 645855 0 0 1406248 1406248
040.3054.3054.2.dta 722783 722783 0 0 440328 440328
040.3054.3054.3.dta 722783 722783 0 0 440328 440328
040.3055.3055.2.dta 699614 699614 0 0 1464209 1464209
040.3055.3055.3.dta 699614 699614 0 0 1464209 1464209
040.3056.3056.1.dta 680293 680293 0 0 903003 903003
040.3058.3058.2.dta 754299 754299 0 0 634290 634290
040.3058.3058.3.dta 754299 754299 0 0 634290 634290
040.3059.3059.2.dta 751049 751049 0 0 898599 898599
040.3059.3059.3.dta 751049 751049 0 0 898599 898599
040.3060.3060.2.dta 708582 708582 0 0 1458747 1458747
040.3060.3060.3.dta 708582 708582 0 0 1458747 1458747
040.3062.3062.2.dta 753921 753921 0 0 1643554 1643554
040.3062.3062.3.dta 753921 753921 0 0 1643554 1643554
040.3063.3063.2.dta 667594 667594 0 0 1430631 1430631
040.3063.3063.3.dta 667594 667594 0 0 1430631 1430631
040.3064.3064.2.dta 652799 652799 0 0 1158914 1158914
040.3064.3064.3.dta 652799 652799 0 0 1158914 1158914
040.3066.3066.2.dta 1046726 1046726 0 0 1036113 1036113
040.3066.3066.3.dta 1046726 1046726 0 0 1036113 1036113
040.3067.3067.1.dta 883655 883655 0 0 139208 139208
040.3070.3070.1.dta 974224 974224 0 0 2692501 2692501
040.3071.3071.1.dta 898652 898652 0 0 1678871 1678871
040.3074.3074.1.dta 1521513 1521513 0 0 1893857 1893857
040.3075.3075.1.dta 898871 898871 0 0 2083589 2083589
040.3076.3076.1.dta 700619 700619 0 0 958151 958151
040.3078.3078.2.dta 593312 593312 0 0 1669607 1669607
040.3078.3078.3.dta 593312 593312 0 0 1669607 1669607
040.3079.3079.2.dta 519723 519723 0 0 930915 930915
040.3079.3079.3.dta 519723 519723 0 0 930915 930915
040.3080.3080.2.dta 511440 511440 0 0 1163939 1163939
040.3080.3080.3.dta 511440 511440 0 0 1163939 1163939
040.3082.3082.1.dta 944484 944484 0 0 655494 655494
040.3083.3083.1.dta 930254 930254 0 0 552617 552617
040.3084.3084.2.dta 915016 915016 0 0 646829 646829
040.3084.3084.3.dta 915016 915016 0 0 646829 646829
040.3086.3086.2.dta 1096325 1096325 0 0 1283272 1283272
040.3086.3086.3.dta 1096325 1096325 0 0 1283272 1283272
040.3087.3087.2.dta 944218 944218 0 0 967503 967503
040.3087.3087.3.dta 944218 944218 0 0 967503 967503
040.3088.3088.2.dta 870023 870023 0 0 1034930 1034930
040.3088.3088.3.dta 870023 870023 0 0 1034930 1034930
040.3090.3090.2.dta 1589488 1589488 0 0 921413 921413
040.3090.3090.3.dta 1589488 1589488 0 0 921413 921413
040.3091.3091.2.dta 863164 863164 0 0 1076532 1076532
040.3091.3091.3.dta 863164 863164 0 0 1076532 1076532
040.3092.3092.2.dta 738659 738659 0 0 607768 607768
040.3092.3092.3.dta 738659 738659 0 0 607768 607768
040.3094.3094.2.dta 1879078 1879078 0 0 1161833 1161833
040.3094.3094.3.dta 1879078 1879078 0 0 1161833 1161833
040.3095.3095.2.dta 876722 876722 0 0 930252 930252
040.3095.3095.3.dta 876722 876722 0 0 930252 930252
040.3096.3096.1.dta 804593 804593 0 0 190826 190826
040.3098.3098.2.dta 912080 912080 0 0 515887 515887
040.3098.3098.3.dta 912080 912080 0 0 515887 515887
040.3099.3099.2.dta 865646 865646 0 0 147291 147291
040.3099.3099.3.dta 865646 865646 0 0 147291 147291
040.3100.3100.1.dta 770442 770442 0 0 104875 104875
040.3102.3102.1.dta 1086696 1086696 0 0 1582280 1582280
040.3103.3103.1.dta 816115 816115 0 0 857627 857627
040.3104.3104.2.dta 741543 741543 0 0 718581 718581
040.3104.3104.3.dta 741543 741543 0 0 718581 718581
040.3106.3106.2.dta 728010 728010 0 0 1420887 1420887
040.3106.3106.3.dta 728010 728010 0 0 1420887 1420887
040.3107.3107.2.dta 706377 706377 0 0 641559 641559
040.3107.3107.3.dta 706377 706377 0 0 641559 641559
040.3108.3108.1.dta 658461 658461 0 0 890496 890496
040.3110.3110.1.dta 752300 752300 0 0 1389797 1389797
040.3111.3111.1.dta 698423 698423 0 0 1302747 1302747
040.3112.3112.2.dta 695465 695465 0 0 499867 499867
040.3112.3112.3.dta 695465 695465 0 0 499867 499867
040.3114.3114.1.dta 1024973 1024973 0 0 268293 268293
